,city,driver_count,type,date,fare,ride_id
2291,East Troybury,3,Rural,7/1/16 12:48,12.88,5.98945E+12
2292,East Troybury,3,Rural,4/16/16 1:37,26.6,2.96489E+12
2293,East Troybury,3,Rural,3/14/16 1:55,38.8,9.20581E+12
534,Edwardsbury,11,Urban,2/27/16 3:55,20.17,8.51452E+12
535,Edwardsbury,11,Urban,1/28/16 23:28,26.61,6.09785E+12
536,Edwardsbury,11,Urban,8/25/16 21:23,15.4,4.3822E+12
537,Edwardsbury,11,Urban,7/15/16 15:36,12.65,3.06537E+12
538,Edwardsbury,11,Urban,8/3/16 22:39,19.85,3.68405E+12
539,Edwardsbury,11,Urban,6/8/16 9:17,39.28,4.31558E+12
540,Edwardsbury,11,Urban,7/5/16 10:59,42.67,6.06897E+12
541,Edwardsbury,11,Urban,4/6/16 19:40,15.86,1.17032E+12
542,Edwardsbury,11,Urban,3/13/16 18:42,41.07,1.90411E+12
543,Edwardsbury,11,Urban,1/4/16 6:07,19.65,9.0108E+12
544,Edwardsbury,11,Urban,5/20/16 12:21,31.62,9.78265E+12
545,Edwardsbury,11,Urban,3/21/16 19:04,41.75,8.92898E+12
546,Edwardsbury,11,Urban,7/3/16 16:57,25.52,5.66289E+12
547,Edwardsbury,11,Urban,4/11/16 12:58,29.82,5.96944E+12
548,Edwardsbury,11,Urban,7/30/16 3:55,25.37,9.22986E+12
549,Edwardsbury,11,Urban,5/26/16 23:53,5.96,6.22328E+12
550,Edwardsbury,11,Urban,8/24/16 22:22,27.48,6.08445E+12
551,Edwardsbury,11,Urban,8/16/16 7:09,11.34,1.98535E+12
552,Edwardsbury,11,Urban,8/26/16 16:25,30.72,1.91618E+12
553,Edwardsbury,11,Urban,11/4/16 5:16,36.21,6.53965E+12
554,Edwardsbury,11,Urban,7/26/16 14:40,36.86,7.62619E+12
555,Edwardsbury,11,Urban,4/12/16 5:27,10.65,7.4274E+12
556,Edwardsbury,11,Urban,8/6/16 6:20,36.3,5.98678E+12
557,Edwardsbury,11,Urban,2/9/16 18:25,43.5,6.79678E+12
558,Edwardsbury,11,Urban,1/8/16 6:41,28.75,6.5259E+11
559,Edwardsbury,11,Urban,5/9/16 15:54,37.34,3.97795E+11
560,Edwardsbury,11,Urban,7/19/16 20:04,13.27,3.57109E+12
2304,Erikport,3,Rural,1/1/16 18:05,11.76,3.56818E+12
2305,Erikport,3,Rural,10/1/16 6:32,25.18,5.04456E+12
2306,Erikport,3,Rural,4/19/16 6:56,26.4,8.81964E+12
2307,Erikport,3,Rural,1/18/16 7:11,10.66,9.28777E+12
2308,Erikport,3,Rural,11/28/16 5:51,23.38,6.39226E+12
2309,Erikport,3,Rural,6/28/16 7:08,51.09,3.15136E+12
2310,Erikport,3,Rural,11/26/16 4:39,44.21,9.59864E+12
2311,Erikport,3,Rural,8/3/16 21:19,47.67,9.20171E+12
1030,Eriktown,15,Urban,7/26/16 10:58,19.81,6.33763E+12
1031,Eriktown,15,Urban,1/3/16 10:46,22.9,5.88254E+12
1032,Eriktown,15,Urban,1/18/16 17:58,23.56,7.95069E+12
1033,Eriktown,15,Urban,2/27/16 23:17,20.3,1.54183E+11
1034,Eriktown,15,Urban,3/8/16 5:38,16.34,4.82434E+12
1035,Eriktown,15,Urban,6/24/16 6:41,40.41,24231019266
1036,Eriktown,15,Urban,12/4/16 23:09,33.27,3.30725E+11
1037,Eriktown,15,Urban,10/16/16 3:23,14.4,8.2576E+11
1038,Eriktown,15,Urban,3/5/16 16:06,39.02,2.04635E+12
1039,Eriktown,15,Urban,3/29/16 23:56,18.37,3.66375E+12
1040,Eriktown,15,Urban,6/30/16 0:24,12.2,5.23282E+12
1041,Eriktown,15,Urban,9/8/16 8:52,25.66,5.37427E+12
1042,Eriktown,15,Urban,7/20/16 15:09,33.82,2.16354E+12
1043,Eriktown,15,Urban,11/5/16 19:50,28.69,4.16617E+11
1044,Eriktown,15,Urban,12/4/16 7:48,5.43,8.52942E+12
1045,Eriktown,15,Urban,3/22/16 22:54,35.16,5.33977E+12
1046,Eriktown,15,Urban,11/10/16 8:31,39.15,4.71535E+12
1047,Eriktown,15,Urban,10/1/16 16:31,14.5,5.34768E+12
1048,Eriktown,15,Urban,9/6/16 7:01,41.11,8.99058E+12
1738,Floresberg,7,Suburban,7/3/16 11:24,18.21,4.09857E+12
1739,Floresberg,7,Suburban,2/27/16 21:59,46.02,6.69238E+11
1740,Floresberg,7,Suburban,1/25/16 0:12,37.13,9.49364E+11
1741,Floresberg,7,Suburban,4/16/16 6:43,37.54,1.70016E+12
1742,Floresberg,7,Suburban,6/13/16 3:18,35.33,1.13474E+12
1743,Floresberg,7,Suburban,3/29/16 2:26,34.4,9.52243E+12
1744,Floresberg,7,Suburban,3/10/16 17:33,24.86,5.22353E+12
1745,Floresberg,7,Suburban,5/3/16 2:41,27.14,8.88256E+11
1746,Floresberg,7,Suburban,11/29/16 16:25,20.97,1.61484E+12
1747,Floresberg,7,Suburban,11/6/16 5:10,41.5,5.02047E+11
758,Fosterside,69,Urban,8/12/16 11:52,28.08,1.33078E+11
759,Fosterside,69,Urban,4/1/16 4:46,13.17,2.91214E+12
760,Fosterside,69,Urban,1/19/16 1:06,10.11,7.22669E+12
761,Fosterside,69,Urban,11/7/16 0:00,17.92,7.42339E+12
762,Fosterside,69,Urban,5/11/16 13:59,7.65,6.72625E+12
763,Fosterside,69,Urban,6/1/16 6:32,6.54,9.74286E+12
764,Fosterside,69,Urban,4/26/16 3:40,29.14,4.62113E+12
765,Fosterside,69,Urban,4/20/16 15:20,39.01,6.37244E+12
766,Fosterside,69,Urban,7/16/16 2:09,36.38,2.29867E+12
767,Fosterside,69,Urban,4/2/16 0:12,25.85,5.87666E+12
768,Fosterside,69,Urban,11/7/16 18:52,17.47,2.68036E+11
769,Fosterside,69,Urban,4/17/16 5:32,22.15,2.78682E+12
770,Fosterside,69,Urban,2/23/16 9:11,13.85,9.73246E+12
771,Fosterside,69,Urban,10/6/16 13:12,8.62,2.00078E+12
772,Fosterside,69,Urban,9/19/16 12:47,5.53,9.83218E+12
773,Fosterside,69,Urban,1/10/16 23:19,41.96,9.98325E+12
774,Fosterside,69,Urban,5/20/16 0:15,42.67,6.76308E+12
775,Fosterside,69,Urban,6/1/16 2:10,20.18,3.72472E+12
776,Fosterside,69,Urban,12/3/16 5:03,33.45,9.76394E+11
777,Fosterside,69,Urban,8/6/16 4:15,22.67,4.04612E+11
778,Fosterside,69,Urban,11/22/16 10:37,37.92,4.36803E+12
779,Fosterside,69,Urban,7/9/16 18:28,37.65,4.26479E+12
780,Fosterside,69,Urban,9/3/16 1:10,13.37,8.85993E+12
781,Fosterside,69,Urban,12/4/16 21:31,21.49,5.12874E+12
2387,Hernandezshire,10,Rural,2/20/16 8:17,58.95,3.17653E+12
2388,Hernandezshire,10,Rural,6/26/16 20:11,28.78,6.38285E+12
2389,Hernandezshire,10,Rural,1/24/16 0:21,30.32,7.34265E+12
2390,Hernandezshire,10,Rural,3/5/16 10:40,23.35,7.44336E+12
2391,Hernandezshire,10,Rural,4/11/16 4:44,10.41,9.82329E+12
2392,Hernandezshire,10,Rural,6/26/16 11:16,26.29,3.04183E+11
2393,Hernandezshire,10,Rural,11/25/16 20:34,38.45,2.89851E+12
2394,Hernandezshire,10,Rural,11/20/16 17:32,26.79,3.0954E+12
2395,Hernandezshire,10,Rural,2/24/16 17:30,44.68,6.38912E+12
2396,Horneland,8,Rural,7/19/16 10:07,12.63,8.2145E+12
2397,Horneland,8,Rural,3/22/16 21:22,31.53,1.79779E+12
2398,Horneland,8,Rural,1/26/16 9:38,21.73,5.66554E+12
2399,Horneland,8,Rural,3/25/16 2:05,20.04,5.72933E+12
2312,Jacksonfort,6,Rural,10/9/16 2:18,10.33,1.81912E+12
2313,Jacksonfort,6,Rural,1/9/16 1:11,50.43,9.88806E+12
2314,Jacksonfort,6,Rural,11/15/16 18:10,34.73,2.87226E+12
2315,Jacksonfort,6,Rural,6/9/16 23:01,24.63,9.78305E+11
2316,Jacksonfort,6,Rural,10/1/16 13:41,34.17,7.7506E+12
2317,Jacksonfort,6,Rural,10/20/16 16:42,37.75,4.35678E+12
1229,Jacobfort,52,Urban,9/20/16 20:58,22.98,1.50022E+12
1230,Jacobfort,52,Urban,6/12/16 17:01,34.47,4.13567E+12
1231,Jacobfort,52,Urban,9/17/16 12:38,38.25,2.18238E+12
1232,Jacobfort,52,Urban,6/23/16 10:30,16.24,1.22156E+12
1233,Jacobfort,52,Urban,3/13/16 23:58,13.72,3.11425E+12
1234,Jacobfort,52,Urban,7/19/16 12:38,43.64,9.41493E+12
1235,Jacobfort,52,Urban,7/20/16 15:44,21.57,8.21093E+12
1236,Jacobfort,52,Urban,5/27/16 12:40,38.52,3.06319E+12
1237,Jacobfort,52,Urban,11/15/16 14:39,10.12,2.6245E+12
1238,Jacobfort,52,Urban,8/8/16 12:21,16.87,2.83936E+12
1239,Jacobfort,52,Urban,7/19/16 22:19,20.36,3.06722E+12
1240,Jacobfort,52,Urban,10/20/16 15:51,21.31,1.16694E+11
1241,Jacobfort,52,Urban,9/18/16 4:50,9.6,7.25066E+12
1242,Jacobfort,52,Urban,10/9/16 19:57,31.35,8.00617E+12
1243,Jacobfort,52,Urban,11/18/16 16:19,37.31,6.74328E+12
1244,Jacobfort,52,Urban,11/10/16 5:11,22.1,3.63754E+12
1245,Jacobfort,52,Urban,1/5/16 15:34,7.75,25236397335
1246,Jacobfort,52,Urban,6/21/16 12:12,32.99,6.96967E+11
1247,Jacobfort,52,Urban,10/4/16 3:20,26.17,6.42436E+12
1248,Jacobfort,52,Urban,5/25/16 10:21,36.1,2.59486E+12
1249,Jacobfort,52,Urban,6/11/16 6:51,16.61,2.63223E+12
1250,Jacobfort,52,Urban,7/15/16 21:56,8.32,5.03301E+12
1251,Jacobfort,52,Urban,5/14/16 18:47,34.02,2.90069E+12
1252,Jacobfort,52,Urban,3/2/16 21:38,20.25,5.09914E+12
1253,Jacobfort,52,Urban,9/29/16 10:25,29.05,6.18748E+12
1254,Jacobfort,52,Urban,2/29/16 18:17,24.45,3.00721E+12
1255,Jacobfort,52,Urban,11/14/16 14:42,12.04,8.91661E+11
1256,Jacobfort,52,Urban,11/7/16 0:55,34.54,5.27902E+12
1257,Jacobfort,52,Urban,10/27/16 17:53,14.99,9.61945E+12
1258,Jacobfort,52,Urban,8/7/16 4:38,35.09,8.64596E+12
1259,Jacobfort,52,Urban,6/4/16 22:31,37.38,9.06008E+11
2002,Jasonfort,25,Suburban,11/6/16 9:45,29.92,7.7807E+12
2003,Jasonfort,25,Suburban,4/13/16 11:32,38.57,9.21122E+12
2004,Jasonfort,25,Suburban,10/15/16 3:31,21.43,5.37394E+12
2005,Jasonfort,25,Suburban,9/19/16 16:12,47.02,8.67508E+12
2006,Jasonfort,25,Suburban,5/10/16 11:11,26.6,7.21039E+12
2007,Jasonfort,25,Suburban,10/4/16 12:19,12.46,5.64599E+12
2008,Jasonfort,25,Suburban,9/14/16 0:49,22.68,8.35998E+11
2009,Jasonfort,25,Suburban,7/20/16 22:23,34.42,9.78964E+12
2010,Jasonfort,25,Suburban,12/4/16 15:42,19.35,6.26516E+12
2011,Jasonfort,25,Suburban,6/26/16 16:45,35.04,4.10129E+12
2012,Jasonfort,25,Suburban,11/13/16 12:08,23.24,4.34802E+12
2013,Jasonfort,25,Suburban,11/10/16 20:28,23.25,8.03275E+12
1820,Jeffreyton,8,Suburban,11/10/16 22:40,19.64,7.10888E+12
1821,Jeffreyton,8,Suburban,8/29/16 19:38,40.59,8.07432E+12
1822,Jeffreyton,8,Suburban,10/24/16 6:36,27.55,5.01337E+12
1823,Jeffreyton,8,Suburban,7/15/16 12:47,33.16,9.36995E+12
1824,Jeffreyton,8,Suburban,7/5/16 19:18,28.63,4.56737E+11
1825,Jeffreyton,8,Suburban,6/30/16 13:38,29,9.60841E+12
1826,Jeffreyton,8,Suburban,7/16/16 13:08,49.34,9.07735E+12
1827,Jeffreyton,8,Suburban,3/21/16 10:00,42.94,6.0804E+12
1828,Jeffreyton,8,Suburban,9/12/16 21:04,43.5,3.48714E+12
1829,Jeffreyton,8,Suburban,2/23/16 11:48,32.52,1.61302E+11
1830,Jeffreyton,8,Suburban,10/4/16 21:52,47.04,1.71997E+11
1831,Jeffreyton,8,Suburban,2/25/16 8:29,40.02,8.26537E+12
1832,Jeffreyton,8,Suburban,8/16/16 11:00,33.71,9.96686E+12
1833,Jeffreyton,8,Suburban,2/17/16 15:46,12.77,3.65695E+12
1834,Jeffreyton,8,Suburban,7/12/16 23:20,28.71,4.68189E+12
1835,Jeffreyton,8,Suburban,11/3/16 20:05,26.06,4.69182E+12
1836,Jeffreyton,8,Suburban,4/18/16 7:32,46.26,4.17047E+12
1837,Jeffreyton,8,Suburban,11/20/16 11:01,15.54,6.37727E+12
2151,Johnland,13,Suburban,6/10/16 14:01,15.35,6.01003E+12
2152,Johnland,13,Suburban,7/20/16 0:13,39.87,6.4305E+12
2153,Johnland,13,Suburban,5/27/16 16:22,25.94,3.15541E+12
2154,Johnland,13,Suburban,9/20/16 10:51,31.94,4.79695E+12
2155,Johnland,13,Suburban,7/23/16 20:37,24.86,8.8908E+12
2156,Johnland,13,Suburban,3/13/16 20:41,31.01,7.26631E+12
2157,Johnland,13,Suburban,11/21/16 0:48,42.16,4.68022E+12
2158,Johnland,13,Suburban,10/29/16 11:10,48.46,9.11283E+12
2159,Johnland,13,Suburban,2/4/16 17:52,15.91,1.87428E+12
2160,Johnland,13,Suburban,4/26/16 2:04,44.69,5.84592E+12
2161,Johnland,13,Suburban,1/3/16 6:46,19.42,5.72446E+12
2162,Johnland,13,Suburban,8/9/16 23:50,37.69,2.15236E+12
2163,Johnland,13,Suburban,5/29/16 6:19,17.89,5.60349E+12
2164,Johnland,13,Suburban,8/28/16 4:49,26.09,9.08901E+12
2165,Johnland,13,Suburban,7/17/16 16:27,46.96,7.2392E+12
2166,Johnland,13,Suburban,8/31/16 17:17,16.34,3.26214E+12
2167,Johnland,13,Suburban,11/17/16 4:32,14.08,7.74679E+12
2168,Johnland,13,Suburban,9/25/16 21:33,18.89,3.47457E+12
1413,Kellershire,51,Urban,5/5/16 8:07,26.5,6.98424E+12
1414,Kellershire,51,Urban,11/2/16 16:34,15.29,7.13697E+12
1415,Kellershire,51,Urban,11/8/16 4:54,6.21,9.85808E+12
1416,Kellershire,51,Urban,11/9/16 16:14,11.52,6.53833E+12
1417,Kellershire,51,Urban,6/25/16 6:44,26.28,9.32017E+12
1418,Kellershire,51,Urban,11/26/16 22:37,42.37,9.95891E+12
1419,Kellershire,51,Urban,9/25/16 9:29,42.9,9.95395E+12
1420,Kellershire,51,Urban,3/13/16 0:52,10.91,1.08023E+12
1421,Kellershire,51,Urban,8/9/16 8:37,4.56,3.4269E+12
1422,Kellershire,51,Urban,1/12/16 6:57,35.44,5.61937E+12
1423,Kellershire,51,Urban,8/6/16 10:39,32.55,6.35051E+12
1424,Kellershire,51,Urban,2/14/16 12:29,17.36,6.04691E+12
1425,Kellershire,51,Urban,7/22/16 0:14,26.08,9.9979E+12
1426,Kellershire,51,Urban,4/2/16 12:01,22.22,4.84232E+12
1427,Kellershire,51,Urban,3/9/16 1:06,9,9.1976E+12
1428,Kellershire,51,Urban,6/15/16 1:32,43.76,5.64965E+12
1429,Kellershire,51,Urban,7/27/16 23:00,43.87,4.03858E+12
1430,Kellershire,51,Urban,5/26/16 2:37,20.39,1.8801E+12
1431,Kellershire,51,Urban,11/20/16 16:46,22.01,4.36791E+12
0,Kelseyland,63,Urban,8/19/16 4:27,5.51,6.24601E+12
1,Kelseyland,63,Urban,4/17/16 6:59,5.54,7.46647E+12
2,Kelseyland,63,Urban,5/4/16 15:06,30.54,2.1405E+12
3,Kelseyland,63,Urban,1/25/16 20:44,12.08,1.89699E+12
4,Kelseyland,63,Urban,8/9/16 18:19,17.91,8.78421E+12
5,Kelseyland,63,Urban,10/24/16 15:15,33.56,4.79797E+12
6,Kelseyland,63,Urban,6/6/16 13:54,20.81,9.81148E+12
7,Kelseyland,63,Urban,8/10/16 7:02,44.53,1.56317E+12
8,Kelseyland,63,Urban,7/5/16 17:37,29.02,6.89799E+12
9,Kelseyland,63,Urban,4/25/16 2:18,20.05,1.14837E+12
10,Kelseyland,63,Urban,1/25/16 8:47,9.29,2.13693E+11
11,Kelseyland,63,Urban,11/10/16 1:57,20.58,3.39568E+12
12,Kelseyland,63,Urban,8/15/16 11:55,27.45,8.45615E+12
13,Kelseyland,63,Urban,8/1/16 10:51,33.51,6.61057E+12
14,Kelseyland,63,Urban,4/13/16 12:07,6.56,8.1015E+12
15,Kelseyland,63,Urban,1/12/16 22:51,20.19,3.05412E+12
16,Kelseyland,63,Urban,5/31/16 1:05,35.22,5.94647E+12
17,Kelseyland,63,Urban,7/13/16 16:53,10.31,2.18091E+12
18,Kelseyland,63,Urban,1/7/16 7:15,11.45,6.008E+11
19,Kelseyland,63,Urban,4/9/16 13:17,27.85,5.74887E+12
20,Kelseyland,63,Urban,6/30/16 1:59,8.27,4.38409E+12
21,Kelseyland,63,Urban,4/20/16 5:36,31.67,2.8657E+12
22,Kelseyland,63,Urban,5/2/16 5:55,40.92,2.76901E+12
23,Kelseyland,63,Urban,6/22/16 6:54,12.58,6.6298E+12
24,Kelseyland,63,Urban,6/18/16 6:03,16.77,7.2235E+12
25,Kelseyland,63,Urban,1/9/16 20:28,27.21,8.31363E+11
26,Kelseyland,63,Urban,7/22/16 19:28,35.71,1.23488E+12
27,Kelseyland,63,Urban,11/26/16 2:34,15.49,5.18781E+12
2328,Kennethburgh,3,Rural,10/19/16 13:13,24.43,2.72824E+12
2329,Kennethburgh,3,Rural,2/10/16 11:22,44.02,2.25336E+11
2330,Kennethburgh,3,Rural,2/29/16 21:50,47.48,12105457917
2331,Kennethburgh,3,Rural,3/22/16 18:04,25.67,1.48071E+12
2332,Kennethburgh,3,Rural,3/22/16 12:38,36.54,7.21024E+12
2333,Kennethburgh,3,Rural,7/13/16 18:13,59.64,1.66685E+12
2334,Kennethburgh,3,Rural,1/1/16 4:31,33.53,5.14909E+12
2335,Kennethburgh,3,Rural,4/30/16 20:44,23.58,4.5243E+12
2336,Kennethburgh,3,Rural,11/19/16 6:59,18.37,5.8979E+12
2337,Kennethburgh,3,Rural,6/7/16 11:43,56.02,3.11733E+11
434,Kimberlychester,13,Urban,8/17/16 13:49,39.29,7.66001E+12
435,Kimberlychester,13,Urban,1/13/16 1:17,41.06,3.47056E+12
436,Kimberlychester,13,Urban,10/22/16 2:54,19.07,6.69675E+12
437,Kimberlychester,13,Urban,3/19/16 22:17,10.33,3.84221E+12
438,Kimberlychester,13,Urban,7/21/16 14:54,23.55,9.27959E+12
439,Kimberlychester,13,Urban,10/24/16 16:48,4.49,3.69162E+12
440,Kimberlychester,13,Urban,7/26/16 1:07,30.08,8.31715E+11
441,Kimberlychester,13,Urban,5/27/16 14:10,12.66,8.00555E+12
442,Kimberlychester,13,Urban,10/21/16 3:27,32.16,8.2707E+12
443,Kimberlychester,13,Urban,4/21/16 12:07,5.72,5.63517E+12
444,Kimberlychester,13,Urban,1/31/16 21:22,38.32,7.75333E+12
445,Kimberlychester,13,Urban,11/10/16 18:49,10.61,3.44337E+12
446,Kimberlychester,13,Urban,4/12/16 19:30,18.58,9.08584E+12
447,Kimberlychester,13,Urban,8/2/16 23:10,42.21,6.30905E+12
448,Kimberlychester,13,Urban,11/11/16 22:27,42.6,6.98215E+12
449,Kimberlychester,13,Urban,8/2/16 7:04,16.09,8.79007E+12
450,Kimberlychester,13,Urban,10/19/16 1:43,32.44,6.67327E+12
451,Kimberlychester,13,Urban,11/20/16 0:22,11.23,2.80866E+12
452,Kimberlychester,13,Urban,7/4/16 11:41,14.85,9.82785E+12
453,Kimberlychester,13,Urban,8/23/16 18:33,9.68,2.74229E+12
454,Kimberlychester,13,Urban,7/7/16 10:01,22.16,7.34604E+11
455,Kimberlychester,13,Urban,11/21/16 23:00,34.27,7.74011E+12
456,Kimberlychester,13,Urban,10/10/16 22:34,8.74,2.67045E+12
457,Kimberlychester,13,Urban,7/8/16 21:18,39.59,4.14144E+12
458,Kimberlychester,13,Urban,11/12/16 3:56,21.25,1.90061E+12
459,Kimberlychester,13,Urban,11/24/16 8:36,12.55,5.581E+11
460,Kimberlychester,13,Urban,11/19/16 9:53,25.99,1.49474E+11
2294,Kinghaven,3,Rural,5/18/16 23:28,20.53,6.43212E+12
2295,Kinghaven,3,Rural,8/15/16 14:54,54.73,9.86168E+12
2296,Kinghaven,3,Rural,6/1/16 19:02,29.88,9.4292E+12
2297,Kinghaven,3,Rural,10/24/16 13:55,29.51,7.22503E+12
2298,Kinghaven,3,Rural,2/26/16 6:13,29.15,7.55636E+12
2299,Kinghaven,3,Rural,7/23/16 8:23,46.08,8.44033E+12
1765,Kyleton,12,Suburban,1/22/16 12:02,30.96,8.74847E+12
1766,Kyleton,12,Suburban,3/25/16 4:31,42.69,4.23697E+12
1767,Kyleton,12,Suburban,3/8/16 1:12,35.19,2.6818E+12
1768,Kyleton,12,Suburban,11/8/16 20:18,22.28,2.49199E+11
1769,Kyleton,12,Suburban,9/23/16 20:14,33.83,1.46108E+12
1770,Kyleton,12,Suburban,11/20/16 8:43,24.84,6.71094E+11
1771,Kyleton,12,Suburban,6/29/16 22:54,40.12,2.11876E+12
1772,Kyleton,12,Suburban,1/10/16 22:38,29.23,5.18996E+12
1773,Kyleton,12,Suburban,7/30/16 17:11,35.13,2.76483E+12
1774,Kyleton,12,Suburban,4/18/16 23:04,45.73,4.80471E+12
1775,Kyleton,12,Suburban,4/5/16 10:57,16.34,4.12135E+12
1776,Kyleton,12,Suburban,10/2/16 3:27,22.79,3.5731E+12
1777,Kyleton,12,Suburban,1/28/16 1:49,38.78,6.96408E+12
1778,Kyleton,12,Suburban,11/25/16 2:05,12.37,8.62684E+12
1779,Kyleton,12,Suburban,4/4/16 21:50,20.28,5.58454E+12
1780,Kyleton,12,Suburban,3/5/16 20:14,48.12,6.49701E+12
1748,Lake Brenda,24,Suburban,8/26/16 3:07,20.97,5.23198E+12
1749,Lake Brenda,24,Suburban,3/23/16 2:36,17.03,5.82851E+12
1750,Lake Brenda,24,Suburban,4/10/16 6:47,46.13,7.67316E+12
1751,Lake Brenda,24,Suburban,4/4/16 10:48,15,1.88716E+12
1752,Lake Brenda,24,Suburban,4/4/16 15:00,43.37,9.96903E+12
1753,Lake Brenda,24,Suburban,8/3/16 2:55,28.66,9.85272E+12
1754,Lake Brenda,24,Suburban,7/14/16 19:37,33.61,6.64436E+12
1755,Lake Brenda,24,Suburban,11/22/16 20:33,42.33,6.2906E+12
1756,Lake Brenda,24,Suburban,11/14/16 5:23,23.08,3.68132E+12
1757,Lake Brenda,24,Suburban,3/18/16 18:41,17.22,5.86662E+11
1758,Lake Brenda,24,Suburban,8/6/16 2:22,49.37,8.05344E+12
1759,Lake Brenda,24,Suburban,1/18/16 7:43,12.6,3.11517E+12
1760,Lake Brenda,24,Suburban,5/5/16 11:25,45.93,7.6816E+12
1761,Lake Brenda,24,Suburban,10/5/16 10:21,45.47,7.30871E+12
1762,Lake Brenda,24,Suburban,7/26/16 22:43,21.61,9.06508E+11
1763,Lake Brenda,24,Suburban,7/4/16 13:31,23.5,3.6027E+12
1764,Lake Brenda,24,Suburban,11/5/16 0:11,20.57,6.85222E+12
346,Lake Jeffreyland,15,Urban,10/22/16 13:25,26.82,3.27709E+12
347,Lake Jeffreyland,15,Urban,12/4/16 12:34,17.25,3.97216E+12
348,Lake Jeffreyland,15,Urban,8/29/16 5:21,7.69,7.92089E+12
349,Lake Jeffreyland,15,Urban,4/10/16 15:48,38.54,7.58959E+12
350,Lake Jeffreyland,15,Urban,5/29/16 13:39,16,9.14702E+12
351,Lake Jeffreyland,15,Urban,2/29/16 19:08,41.18,5.92689E+11
352,Lake Jeffreyland,15,Urban,5/24/16 7:38,10.99,9.23938E+12
353,Lake Jeffreyland,15,Urban,8/3/16 19:10,37.24,7.16881E+12
354,Lake Jeffreyland,15,Urban,5/15/16 14:22,17.85,8.49723E+12
355,Lake Jeffreyland,15,Urban,10/31/16 15:51,40.59,1.09411E+12
356,Lake Jeffreyland,15,Urban,2/28/16 17:11,27.52,5.7775E+12
357,Lake Jeffreyland,15,Urban,3/20/16 23:46,22.63,8.43571E+12
358,Lake Jeffreyland,15,Urban,2/3/16 4:42,12.68,1.95156E+12
359,Lake Jeffreyland,15,Urban,6/24/16 18:03,22,2.03178E+12
360,Lake Jeffreyland,15,Urban,7/22/16 17:34,36.65,1.64053E+12
361,Lake Jeffreyland,15,Urban,3/24/16 2:55,40.58,8.75592E+12
362,Lake Jeffreyland,15,Urban,11/7/16 1:56,39.58,2.7278E+12
363,Lake Jeffreyland,15,Urban,5/28/16 7:17,37.9,1.6397E+12
364,Lake Jeffreyland,15,Urban,3/3/16 1:10,44.68,7.87514E+11
365,Lake Jeffreyland,15,Urban,3/1/16 18:09,42.07,8.65856E+12
366,Lake Jeffreyland,15,Urban,5/15/16 8:54,4.15,5.56901E+12
367,Lake Jeffreyland,15,Urban,6/4/16 19:38,34.28,2.19799E+12
368,Lake Jeffreyland,15,Urban,2/7/16 7:26,37.86,2.33025E+12
369,Lake Jeffreyland,15,Urban,10/9/16 15:12,4.16,9.92774E+12
370,Lake Jeffreyland,15,Urban,4/13/16 21:40,22.48,3.58285E+12
1569,Lake Jennaton,65,Urban,6/5/16 12:00,25.56,9.57641E+12
1570,Lake Jennaton,65,Urban,6/12/16 21:55,15.68,6.36039E+12
1571,Lake Jennaton,65,Urban,5/21/16 13:23,35.1,2.65184E+12
1572,Lake Jennaton,65,Urban,12/2/16 20:30,7.37,4.33007E+12
1573,Lake Jennaton,65,Urban,10/17/16 9:44,16.98,8.33657E+12
1574,Lake Jennaton,65,Urban,4/17/16 2:48,30.98,4.13445E+12
1575,Lake Jennaton,65,Urban,9/22/16 13:51,21.59,6.62608E+12
1576,Lake Jennaton,65,Urban,1/20/16 19:07,19.67,7.66819E+12
1577,Lake Jennaton,65,Urban,7/21/16 1:45,39.53,2.72838E+12
1578,Lake Jennaton,65,Urban,1/3/16 10:08,20.39,9.77773E+12
1579,Lake Jennaton,65,Urban,10/29/16 12:16,42.63,1.95542E+12
1580,Lake Jennaton,65,Urban,1/31/16 16:46,43.01,5.87991E+12
1581,Lake Jennaton,65,Urban,3/29/16 19:40,12.34,4.72973E+11
1582,Lake Jennaton,65,Urban,3/16/16 7:06,16.98,1.18062E+12
1583,Lake Jennaton,65,Urban,5/10/16 12:33,40.26,4.79272E+12
1584,Lake Jennaton,65,Urban,7/24/16 3:38,28.22,7.02021E+12
1585,Lake Jennaton,65,Urban,1/18/16 8:02,15.86,2.2634E+12
1586,Lake Jennaton,65,Urban,8/1/16 21:47,30.09,5.95332E+12
1587,Lake Jennaton,65,Urban,11/10/16 2:12,41.72,9.53128E+12
1588,Lake Jennaton,65,Urban,6/25/16 16:32,10.95,7.33049E+12
1589,Lake Jennaton,65,Urban,10/17/16 16:52,10.67,1.34101E+12
1590,Lake Jennaton,65,Urban,5/23/16 2:41,42.97,9.56432E+11
1591,Lake Jennaton,65,Urban,10/7/16 19:44,40.49,4.65553E+12
1592,Lake Jennaton,65,Urban,5/5/16 8:14,15.81,3.50701E+12
1593,Lake Jennaton,65,Urban,9/3/16 7:14,8.89,6.02395E+12
1477,Lake Sarashire,8,Urban,7/16/16 2:33,34.69,7.53678E+12
1478,Lake Sarashire,8,Urban,8/25/16 4:25,4.27,6.73916E+12
1479,Lake Sarashire,8,Urban,7/28/16 11:27,40.77,4.89025E+11
1480,Lake Sarashire,8,Urban,3/17/16 11:47,16.67,1.79062E+12
